18837        100   1427635562   1427667224   62.42 +-  2.61   63.21 +-  2.39   -0.87 +-  0.26   58.09 +-  2.60   56.26 +-  2.29   -1.08 +-  0.29
18838        100   1427669934   1427701316   59.44 +-  2.23   63.88 +-  2.01   -0.88 +-  0.23   54.62 +-  2.14   54.51 +-  1.78   -0.33 +-  0.25
18843        100   1427713741   1427743121   63.91 +-  2.17   63.02 +-  1.94   -0.46 +-  0.24   57.87 +-  2.41   63.20 +-  2.06   -1.03 +-  0.30
18846        100   1427756777   1427786656   61.99 +-  2.15   65.13 +-  2.00   -0.92 +-  0.22   55.82 +-  2.28   59.72 +-  1.94   -0.61 +-  0.27
18847        100   1427789734   1427819408   59.80 +-  2.02   65.84 +-  1.80   -0.59 +-  0.22   55.83 +-  2.04   58.14 +-  1.71   -0.16 +-  0.25
18848        100   1427823628   1427827346   62.45 +-  2.02   61.01 +-  2.02   -0.00 +-  0.00   55.32 +-  1.84   54.63 +-  1.84   -0.00 +-  0.00
18849        100   1427838276   1427862567   54.23 +-  2.25   57.74 +-  2.06   -0.71 +-  0.29   51.35 +-  2.14   51.56 +-  1.85   -0.70 +-  0.31
18850        100   1427865632   1427889196   59.27 +-  2.76   60.22 +-  2.57   -1.17 +-  0.37   53.49 +-  2.43   52.19 +-  2.12   -0.27 +-  0.35
18852        100   1427932414   1427936126   58.03 +-  2.21   56.70 +-  2.21   -0.00 +-  0.00   46.20 +-  2.14   45.63 +-  2.14   -0.00 +-  0.00
18853        100   1427941536   1427957223   54.92 +-  2.51   60.75 +-  2.35   -1.57 +-  0.47   51.57 +-  2.76   48.16 +-  2.43   -0.05 +-  0.55
18854        100   1427962043   1427980163   58.27 +-  2.65   57.67 +-  2.48   -1.25 +-  0.43   51.86 +-  2.32   59.09 +-  2.03   -1.36 +-  0.43
18855        100   1427987954   1428017942   56.48 +-  2.06   56.52 +-  1.89   -0.93 +-  0.23   49.83 +-  4.26   48.59 +-  3.42    0.20 +-  0.55
18856        100   1428021687   1428046096   62.28 +-  3.49   62.35 +-  3.48   -0.70 +-  0.25   53.35 +-  2.17   53.87 +-  1.86   -0.40 +-  0.31
18857        100   1428049068   1428067259   61.16 +-  2.64   58.44 +-  2.32   -0.15 +-  0.47   52.51 +-  2.37   56.18 +-  2.07   -0.58 +-  0.44
18863        100 -62169966000 -62169966000   69.59 +-  3.51   68.76 +-  3.51   -0.00 +-  0.00    0        0       0        0      -0.00 +-  0.00
18865        100   1428107090   1428135997   60.12 +-  2.58   67.21 +-  2.26   -2.11 +-  0.34   50.75 +-  3.93   55.14 +-  2.71   -0.87 +-  0.64
18866        100   1428140650   1428141092   63.96 +-  2.05   63.96 +-  2.05   -0.00 +-  0.00   61.76 +-  3.52   61.76 +-  3.52   -0.00 +-  0.00
18868        100   1428146977   1428177476   58.68 +-  1.90   62.85 +-  1.83   -1.48 +-  0.19   59.12 +-  2.10   61.35 +-  1.82   -0.23 +-  0.23
18875        100   1428198003   1428220480   55.76 +-  2.28   58.62 +-  2.07   -1.59 +-  0.34   57.47 +-  2.32   60.92 +-  1.99   -0.87 +-  0.37
18876        100   1428225356   1428254801   58.75 +-  2.27   60.50 +-  2.02   -0.94 +-  0.26   55.90 +-  1.97   56.94 +-  1.62   -0.42 +-  0.25
18877        100   1428261317   1428291010   59.73 +-  1.96   62.82 +-  1.72   -0.80 +-  0.23   56.68 +-  1.77   56.25 +-  1.50   -0.36 +-  0.22
18878        100   1428295114   1428330213   61.01 +-  2.21   64.46 +-  1.93   -0.95 +-  0.23   58.58 +-  1.91   61.18 +-  1.59   -0.18 +-  0.20
18881        100   1428358155   1428361874   61.59 +-  2.09   60.18 +-  2.09   -0.00 +-  0.00   58.63 +-  1.85   57.90 +-  1.85   -0.00 +-  0.00
18882        100   1428367517   1428413655   55.45 +-  2.12   60.58 +-  1.83   -0.92 +-  0.18   59.15 +-  1.82   61.32 +-  1.52   -0.34 +-  0.15
18883        100   1428422366   1428452190   55.11 +-  1.80   58.09 +-  1.59   -0.97 +-  0.21   53.80 +-  1.78   56.47 +-  1.51   -0.49 +-  0.22
18884        100   1428456358   1428493355   54.53 +-  2.19   54.71 +-  2.23   -1.12 +-  0.25   56.32 +-  1.75   57.28 +-  1.49   -0.36 +-  0.17
18892        100   1428554029   1428584617   55.14 +-  2.24   62.22 +-  2.03   -1.84 +-  0.27   55.85 +-  1.94   55.98 +-  1.62   -0.17 +-  0.23
18893        100   1428592676   1428606625   60.39 +-  2.28   61.85 +-  1.97   -1.12 +-  0.58   57.89 +-  2.39   58.51 +-  1.97   -0.29 +-  0.64
18894        100   1428613566   1428651547   55.88 +-  1.85   60.04 +-  1.63   -1.05 +-  0.18   56.31 +-  1.85   58.49 +-  1.62   -0.60 +-  0.17
18895        100   1428656160   1428685686   55.20 +-  1.91   58.36 +-  1.63   -0.53 +-  0.23   60.06 +-  2.17   56.35 +-  1.47    0.49 +-  0.30
18897        100   1428696003   1428725270   57.86 +-  1.67   62.62 +-  1.45   -1.11 +-  0.21   59.68 +-  2.10   62.89 +-  1.83   -0.56 +-  0.25
